keyword,location,text,target,cleaned_text,token_length
hazard,Naptown,There’s a lot to unpack from tonight’s City Council Meeting and more information will come out in the coming days. On…,0,lot unpack tonight city council meeting information come coming day,10
hazard,unknown,Greens policy platform supports hazard reduction. Check it. Greens comprise less th… https://t.co/ohmpPlo8CQ,0,green policy platform support hazard reduction check green comprise less th,11
hazard,unknown,Blue Mountains resident fought for permission to hazard reduction burn for two and a half years https://t.co/iGs0b5tYVh,0,blue mountain resident fought permission hazard reduction burn two half year,11
hazard,unknown,Hello,0,hello,1
hazard,41168145,I am the hazard,0,hazard,1
hazard,Zylofon Arts Complex.,It's an occupational hazard. They must be ready for it.big ups to #ShowbizAgenda #Abor…,0,occupational hazard must ready itbig ups showbizagenda abor,8
hazard,unknown,Into upgrade packs and then put the high rateda into hazard,0,upgrade pack put high rateda hazard,6
hazard,"Delft, Nederland",Goals this season👑 Rashford 19 Martial 11 Greenwood 9 = 39 Messi 18 Ronaldo 16 Hazard 1 = 35 Mane 13 Salah 14…,0,goal season rashford martial greenwood messi ronaldo hazard mane salah,10
hazard,Ireland,"""Politicians have taken away our right to protect ourselves.” Blue Mountains resident fought for permission for two and…",0,politician taken away right protect blue mountain resident fought permission two,11
hazard,unknown,- Mourinho with managerial masterclass - Costa deadly in the box - Fabregas with numerous assists - Ivanovic with monste…,0,mourinho managerial masterclass costa deadly box fabregas numerous assist ivanovic monste,11
hazard,unknown,1. When your dog/cat starts peeing on it/crapping in the pot 2. When you get sick of cleaning up the drop… https://t.co/dT2gb0f0fW,0,dogcat start peeing itcrapping pot get sick cleaning drop,9
hazard,"RTing is not an endorsement, but vague agreement . #BritishIndependence","I hazard a guess , you may be right. It was done recently over UKraine to attempt to smear the victim.. https://t.co/cMQYmui6c6",0,hazard guess may right done recently ukraine attempt smear victim,10
hazard,Sc: harold.od,Hazard is last sha,0,hazard last sha,3
hazard,"Lagos, Nigeria",Xavi went to Al sadd and Iniesta went to Asia. More like going to j… https://t.co/GxBhc4M3hl,0,xavi went al sadd iniesta went asia like going j,10
hazard,Yerushalayim,Sophistry from Greens leader Richard Di Natale - for years his party and greenies inside bureaucracies like NSWPWS have…,0,sophistry green leader richard di natale year party greenies inside bureaucracy like nswpws,13
hazard,"Accra, Ghana",It's an occupational hazard. They must be ready for it.big ups to #ShowbizAgenda #Aborbitadi,0,occupational hazard must ready itbig ups showbizagenda aborbitadi,8
hazard,Nigeria,Neymar Hazard Mahrez Mane.,0,neymar hazard mahrez mane,4
hazard,Brisbane,See how close you get to hazard with the ugprades,0,see close get hazard ugprades,5
hazard,"Washington DC, USA",#DYK: 90% of urban expansion in developing countries takes place near hazard-prone areas. What can be done to safeguard gr…,0,dyk urban expansion developing country take place near hazardprone area done safeguard gr,13
hazard,unknown,⚠️ ROAD HAZARD - Please be aware that we have received reports of a pothole causing issues to vehicles travelling on Moun…,1,road hazard please aware received report pothole causing issue vehicle travelling moun,12
hazard,Sydney,Wow. Did the presenters on just let Steve Price lie twice about green councils locking up land &amp; preventi…,0,wow presenter let steve price lie twice green council locking land amp preventi,13
hazard,Nigeria,If you like any of these : Arsenal Speedy Naira Marley Aubameyang Boobs Steph Curry Cardi B Davido Wizkid Neymar Mayorkun…,0,like arsenal speedy naira marley aubameyang boob steph curry cardi b davido wizkid neymar mayorkun,15
hazard,"East Midlands, England",I may need that bio hazard one myself holy shit,0,may need bio hazard one holy shit,7
hazard,unknown,Blue Mountains resident fought for permission to hazard reduction burn for two and a half years... https://t.co/hkFb36…,0,blue mountain resident fought permission hazard reduction burn two half year,11
hazard,Twenty Seven,Eden Hazard distracting the Iranian army https://t.co/Z8Gqq6Pp4C,0,eden hazard distracting iranian army,5
hazard,Nairobi,hazard,0,hazard,1
hazard,"Melbourne, Victoria",Literally the only Greens minister in the country... ordered hazard reduction burns. https://t.co/irfjnUYqE8,0,literally green minister country ordered hazard reduction burn,8
hazard,unknown,ABC fails to mention multiple independent peer reviewed studies show hazard reduction burning is… https://t.co/W7xVEesYkb,0,abc fails mention multiple independent peer reviewed study show hazard reduction burning,12
hazard,where I wanna be.....,"Paul pogba vs Ross Barkley PL career Minutes played: 14,519 - 14,503 Goals: 35 - 46 Assists: 37 - 35 Penalties scored: 9…",0,paul pogba v ross barkley pl career minute played goal assist penalty scored,13
hazard,unknown,I don't hear him asking for a job in the clip. There is a lot of guessing what H &amp; M have said or… https://t.co/WF1RF4Osjt,0,hear asking job clip lot guessing h amp said,9
hazard,With Leonne's Mum,"Upgrade packs, you’ll be able to do Hazard w the players u pack",0,upgrade pack able hazard w player pack,7
hazard,"Whittlesey, England","Tickets are going well for this night, you better get in quick VIP &amp; Standard tickets available #COYS #THFC… https://t.co/WCvY1BATzv",0,ticket going well night better get quick vip amp standard ticket available coys thfc,14
hazard,England,"1 million coins left after I've built my team, do I put it all into upgrade packs or finish Hazard?",0,million coin left built team put upgrade pack finish hazard,10
hazard,soup,for the last time stop calling wen ning a PUBLIC HEALTH HAZARD he is my BUSINESS PARTNER,0,last time stop calling wen ning public health hazard business partner,11
hazard,Nairobi,Githurai 45 is very dirty especially along the road where the fruit vendors are. Heaps of stinking garbage dumped along Thi…,0,githurai dirty especially along road fruit vendor heap stinking garbage dumped along thi,13
hazard,"Quezon City, National Capital ","Note that this is on the NE side of the caldera, on the outer lakeshore. The low NE &amp; SW sides of the caldera have experie…",0,note ne side caldera outer lakeshore low ne amp sw side caldera experie,13
hazard,unknown,Hazard in the game but I’m not Belgian,0,hazard game belgian,3
hazard,unknown,Dear Noah and other Aus Open players. I am a professional firefighter in Melbourne. I know a little bit about the health haz…,0,dear noah au open player professional firefighter melbourne know little bit health haz,13
hazard,"กรุงเทพมหานคร, ประเทศไทย",Apple Field - A mix of Red &amp; White Pollen - Hazard: 2 Scorpions (Or 1 Worm if you plan on using that mob…,0,apple field mix red amp white pollen hazard scorpion worm plan using mob,13
hazard,unknown,"Agreed. Contes Chelsea was a beast! Hazard and Costa menace, and the ""unknown"" Alonso down the wing scoring goals f… https://t.co/iCdTLNL3dF",0,agreed contes chelsea beast hazard costa menace unknown alonso wing scoring goal f,13
hazard,Malaysia,Hazard on E2 Lebuhraya Utara Selatan #kltu. Traffic moving 11m slower than usual. https://t.co/0viourXizm https://t.co/Cc47pQrJVT,1,hazard e lebuhraya utara selatan kltu traffic moving slower usual,10
hazard,Midleton,Car parked in disabled space on Cathedral Street in #DublinTown with no permit displayed All important hazard light s…,0,car parked disabled space cathedral street dublintown permit displayed important hazard light,12
hazard,"Nottingham, England","Occupational hazard as all us #Court and #Crime reporters know, my friend",0,occupational hazard u court crime reporter know friend,8
hazard,Johannesburg,Yeyi! That one on 6th was a massive hazard! almost took himself to his grave the other day.,1,yeyi one th massive hazard almost took grave day,9
hazard,In God’s own country.,Blue Mountains resident fought for permission to hazard reduction burn for two and a half years https://t.co/GrgDCnVK2R,0,blue mountain resident fought permission hazard reduction burn two half year,11
hazard,unknown,Are there rules for hosting ? Letting Pricey talk lies about “green councils” stopping h… https://t.co/hZxf0oVvoe,0,rule hosting letting pricey talk lie green council stopping h,10
hazard,Gympie,I usually enjoy the Drum but it is outrageous to have such ignorant people like Ann Sudmalis spouting her venom. To conti…,0,usually enjoy drum outrageous ignorant people like ann sudmalis spouting venom conti,12
hazard,"New Farm, Brisbane","Spoke to a guy from country Victoria today. He informed me they're calling their #bushfires 'the Greenies' fires"". When I poi…",0,spoke guy country victoria today informed calling bushfires greenies fire poi,11
hazard,"Southampton, England",😂 A hazard for some of being intelligent; PhDs are smart enough to cram a lot more wrongn… https://t.co/D4jsb3P72B,0,hazard intelligent phd smart enough cram lot wrongn,8
hazard,océ,"Retweet in just 5 seconds, you will receive a goodnews. https://t.co/b6WIFQUyUZ",0,retweet second receive goodnews,4
hazard,"Sacramento, CA",Good. This woman is clearly ill and a public safety hazard.,0,good woman clearly ill public safety hazard,7
hazard,Zurich,♫ Hazard - Puzzlebox ♫ Listen: https://t.co/SmhMdFhMZb #nowplaying,0,hazard puzzlebox listen nowplaying,4
hazard,"Abuja, Nigeria","But at , we had someone who benched Hazard because his team was conceding goals. The best thing that happened to Mah…",0,someone benched hazard team conceding goal best thing happened mah,10
hazard,"McAllen, TX 🌴🌺","Texas Governor calls residents a ""hazard that must be removed "" by cleaning crews.",0,texas governor call resident hazard must removed cleaning crew,9
hazard,"Kaduna, Nigeria",https://t.co/hh5JoRHdFb hazard imitating sterling 😂😂😂💔,0,hazard imitating sterling,3
hazardous,"San Diego, CA",The air quality is well over hazardous levels in Melbourne today. No one should be doing physically strenuous work outsid…,1,air quality well hazardous level melbourne today one physically strenuous work outsid,12
hazardous,"Police Point, Tasmania","Melbourne joins Sydney, Canberra and hundreds of regional towns having hazardous air quality Wonder who the climate denie…",1,melbourne join sydney canberra hundred regional town hazardous air quality wonder climate denie,13
hazardous,"Bristol, England","Today Melbourne’s air was the most polluted in the world with AQI readings up to 758, 2x hazardous levels. It’s so bad tha…",1,today melbourne air polluted world aqi reading x hazardous level bad tha,12
hazardous,unknown,Hazardous eruption a possibility after Philippines volcano erupts https://t.co/cwtpUi602z via Another natu… https://t.co/MGQRjKKqpp,1,hazardous eruption possibility philippine volcano erupts via another natu,9
hazardous,Republic of the Philippines,ERUPTION UPDATE FOR TAAL VOLCANO ALERT LEVEL 4 (HAZARDOUS ERUPTION IMMINENT) 14 JANUARY 2020 01:00 PM #TaalVolcano #Ta…,1,eruption update taal volcano alert level hazardous eruption imminent january pm taalvolcano ta,13
hazardous,Alphen aan den Rijn,Hazardous eruption a possibility after Philippines volcano erupts https://t.co/o9qtzfwe5D,1,hazardous eruption possibility philippine volcano erupts,6
hazardous,"Melbourne, Victoria (Boon wurrung)","Melbourne's air quality on Tuesday morning is at levels worse than predicted due to an influx of bushfire smoke, plummeting to…",1,melbourne air quality tuesday morning level worse predicted due influx bushfire smoke plummeting,13
hazardous,unknown,The #airquality in Melbourne is hazardous today due to the bushfires. The advises Melburnians should try…,1,airquality melbourne hazardous today due bushfires advises melburnians try,9
hazardous,Tatala Binangonan Rizal,Hazardous Taal eruption could affect power distribution – First Gen https://t.co/WHrud5GMOf,1,hazardous taal eruption could affect power distribution first gen,9
hazardous,都内,"In the Philippines, Taal Volcano has errupted and it’s now under alert #4, a warning that a hazardous explosive eruption is…",1,philippine taal volcano errupted alert warning hazardous explosive eruption,9
hazardous,amy.coopes at croakey.org,"Further on this, I have received a little respiratory physiology tutorial explaining just how bad it is to expect e… https://t.co/IhkgDBcSla",0,received little respiratory physiology tutorial explaining bad expect e,9
hazardous,"Eagleby, Queensland, Australia",Outrageous that tennis players were made to play when air quality conditions are rated between very poor &amp; hazardous. HAZARDO…,0,outrageous tennis player made play air quality condition rated poor amp hazardous hazardo,13
hazardous,"Hoddesdon, East","Gasp with shock &amp; delight at the spectacle of stupid pugnacious thugs punching, kicking, and throwing their foes in… https://t.co/PGoPrP6yer",0,gasp shock amp delight spectacle stupid pugnacious thug punching kicking throwing foe,12
hazardous,#ImpeachTrump,"Taal volcano news – live: 'Hazardous eruption' set to hit Philippines within hours, authorities warn: Follow latest updates as…",1,taal volcano news live hazardous eruption set hit philippine within hour authority warn follow latest update,16
hazardous,"Bangkok, Thailand",Kids shouldn't be doing this. They don't even have any protective gear like masks and gloves! This is poverty driving childr…,0,kid even protective gear like mask glove poverty driving childr,10
hazardous,East,"Due to the increasing levels of nitrogen dioxide caused by the #taalvolcano eruption, air quality with the reddish-brown p…",1,due increasing level nitrogen dioxide caused taalvolcano eruption air quality reddishbrown p,12
hazardous,Glebe NSW Australia,"Victoria has recorded some of the most hazardous air quality in the world. If you're over 65, under 15, pregnant or you have a…",1,victoria recorded hazardous air quality world pregnant,7
hazardous,"Minnesota, USA",Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria https://t.co/44wOfgYcSN,1,melbourne air quality worst world bushfires continue burn across victoria,10
hazardous,"Metcalfe East, Victoria",Video of poor Ms Jakupovic choking on Australia's hazardous air. But a drop of rain falls and everyone runs for cover. Lesso…,0,video poor m jakupovic choking australia hazardous air drop rain fall everyone run cover lesso,15
hazardous,Sydney,"First Sydney then Canberra, now Melbourne - Melbourne's hazardous #AirPollution quality worst in the world overnight due to #A…",1,first sydney canberra melbourne melbourne hazardous airpollution quality worst world overnight due,12
hazardous,"Melbourne, Victoria",This Coalition MP has a message for all Victorians dealing with hazardous air quality today,1,coalition mp message victorian dealing hazardous air quality today,9
hazardous,Republic of the Philippines,"With the latest news on the eruption of Taal Volcano last (January 12, 2020), we advise the Lasallian community to stay safe…",1,latest news eruption taal volcano last january advise lasallian community stay safe,12
hazardous,philippians 4:13,"Alert Level 4 still remains in effect over Taal Volcano, according to Phivolcs update at 1PM on Tuesday. This means t…",1,alert level still remains effect taal volcano according phivolcs update pm tuesday mean,13
hazardous,"Melbourne, Australia",Updated air quality forecast for today and the next 3 days. MODERATE to HAZARDOUS conditions are forecast. EPA advises…,1,updated air quality forecast today next day moderate hazardous condition forecast epa advises,13
hazardous,"Melbourne, Australia",. tennis organisers have been forced to delay the start of the qualifying tournament and suspend practic…,1,tennis organiser forced delay start qualifying tournament suspend practic,9
hazardous,unknown,"❗Please note: pic is from Sunday. I used cause… the air was toxic on Sunday too, only a tiny bit less. It’s been ha… https://t.co/a8VKuJTN05",0,please note pic sunday used air toxic sunday tiny bit less ha,12
hazardous,Bindal and Wulgurukaba Land,"Dropping the kids at childcare this a.m., the air quality was ‘hazardous’ and my app was showing me pictures of someone wear…",0,dropping kid childcare air quality hazardous app showing picture someone wear,11
hazardous,unknown,"Love this new reality where you can get genuinely excited about the air quality moving from ""hazardous"" to a mere ""very unheal…",0,love new reality get genuinely excited air quality moving hazardous mere unheal,12
hazardous,"Melbourne,  Australia",This Coalition MP has a message for all Victorians dealing with hazardous air quality today https://t.co/O7c2rd548Q,1,coalition mp message victorian dealing hazardous air quality today,9
hazardous,"New York, NY","OKX issues Hazardous Weather Outlook (HWO) at Jan 14, 3:47 AM EST https://t.co/4WyhnDJVGJ",0,okx issue hazardous weather outlook hwo jan est,8
hazardous,unknown,"8:30am, EPA: ""all the Melbournians should try to stay indoors"" due to the hazardous AQI 9:30am, AO statement postponin…",1,epa melbournians try stay indoors due hazardous aqi ao statement postponin,11
hazardous,"Melbourne, Victoria",This is the view from the roof of our office - usually we can see the MCG but today it's completely obscured by smoke haze…,0,view roof office usually see mcg today completely obscured smoke haze,11
hazardous,"Mount Holly, NJ","PHI issues Hazardous Weather Outlook (HWO) at Jan 14, 3:46 AM EST https://t.co/NXT960iI3s",0,phi issue hazardous weather outlook hwo jan est,8
hazardous,unknown,Hazardous air quality 😔😔😔 not untrue because this air is so bad https://t.co/i2ZLoCwXi3,1,hazardous air quality untrue air bad,6
hazardous,"Orlando, FL","44/ As I said at the top, these soil behaviors only happen if you include the hazardous dust mixed in the soil simu… https://t.co/ndQ7kGPLQ0",0,said top soil behavior happen include hazardous dust mixed soil simu,11
hazardous,"London, England",Why are none of the News Media reporting on this! Melbourne air quality drops to 'hazardous' levels as bushfire smo… https://t.co/g6e6R4mFUB,1,none news medium reporting melbourne air quality drop hazardous level bushfire smo,12
hazardous,Cambridge,Melbourne choked by hazardous smoke as bushfires continue to burn across Victoria https://t.co/McmEpO9ZI3,1,melbourne choked hazardous smoke bushfires continue burn across victoria,9
hazardous,unknown,Tennis player quits after coughing fit at smoky qualifiers https://t.co/E1P3kgpLop It is outrageous that the…,1,tennis player quits coughing fit smoky qualifier outrageous,8
hazardous,Melbourne,Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria https://t.co/yotDRLNqhc,1,melbourne air quality worst world bushfires continue burn across victoria,10
hazardous,unknown,how good are #FrankingCredits !!!??? you’re choking on #MelbourneSmoke.. with #AirQuality “hazardous” all day but at l…,0,good frankingcredits choking melbournesmoke airquality hazardous day l,8
hazardous,"Melbourne, Australia","🎾 Dalila Jakupovic has been forced to retire from the Australian Open qualifiers, after suffering a coughing fit. The…",1,dalila jakupovic forced retire australian open qualifier suffering coughing fit,10
hazardous,"Melbourne, Victoria",Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria https://t.co/rq3B4SQnz5,1,melbourne air quality worst world bushfires continue burn across victoria,10
hazardous,"BKK, Thailand.","5. Due to hazardous smog and lack of sleep/rest, I have been sick multiple times (like now, I have bronchitis and I… https://t.co/Z51WL7FNCl",1,due hazardous smog lack sleeprest sick multiple time like bronchitis,10
hazardous,London,#earlybiz The wind and rain this week is making it hazardous to have an umbrella up! Keep warm and dry with a chunky merino w…,0,earlybiz wind rain week making hazardous umbrella keep warm dry chunky merino w,13
hazardous,unknown,Masks should be prepared if you don't want to face hazardous circumstances.,0,mask prepared want face hazardous circumstance,6
hazardous,"Houston/ Austin, Tx",⚠️Proceed with Caution ⚠️Content in this video may be hazardous to anyone NOT rocking with the 🟣🟡 today!!! YOU HAVE BEEN WARNED! 😤…,0,proceed caution content video may hazardous anyone rocking today warned,10
hazardous,unknown,A few years ago I moved back to Melbourne from Seoul because the air pollution was making me sick. Today the air is ‘h…,0,year ago moved back melbourne seoul air pollution making sick today air h,13
hazardous,Melbourne,"Just sitting or walking in it is hazardous, it isn't good.",0,sitting walking hazardous good,4
hazardous,"Melbourne, Victoria",Melbourne air quality drops to 'hazardous' levels as bushfire smoke lingers over Victoria https://t.co/m1L1YhSgFr via,1,melbourne air quality drop hazardous level bushfire smoke lingers victoria via,11
hazardous,"Melbourne, Australia","Advised the TypeHuman team to wfh as the air quality 💨 worsened in Melbourne to hazardous level today, due to the h… https://t.co/fiYfTsPhbA",0,advised typehuman team wfh air quality worsened melbourne hazardous level today due h,13
hazardous,Manila,"Donovan Mitchell, the rising superstar from the Utah Jazz in the NBA, is among the many who expressed comfort and s… https://t.co/A9mQjKRtSo",0,donovan mitchell rising superstar utah jazz nba among many expressed comfort,11
hazardous,unknown,Can... We... Please... Stop... Calling... It... SMOKE HAZE... It’s HAZARDOUS AIR... &amp; it’s inflicting multi generatio…,0,please stop calling smoke haze hazardous air amp inflicting multi generatio,11
hazardous,unknown,How dare #AustralianOpen put these athletes through this health torture? The #AirQuality in #Melbourne has been hazardous…,0,dare australianopen put athlete health torture airquality melbourne hazardous,9
hazardous,Malta,"Nothing to see here. This is totally normal. Hah, loony lefties thinking fires are new. This is normal. Nothing to w…",0,nothing see totally normal hah loony lefty thinking fire new normal nothing w,13
hazardous,Southern hemisphere,Australian Open matches to be confined to indoor courts if conditions turn hazardous | Article [AMP] | Reuters https://t.…,0,australian open match confined indoor court condition turn hazardous article amp reuters,12
hazardous,"sydney, NSW.","this shows that it doesn’t matter where u are in the country in terms of closeness to the fires, u can still be greatly i…",0,show matter country term closeness fire still greatly,8
hazardous,unknown,The 'hazardous' air level due to the #bushfires in #Australia makes impossible to continue a match.… https://t.co/Po6AS1SwDp,1,hazardous air level due bushfires australia make impossible continue match,10
hazardous,"Melbourne, Victoria, Australia",Australian Open matches to be confined to indoor courts if conditions turn hazardous | Article [AMP] | Reuters https://t.co/0jQtRXoFen,0,australian open match confined indoor court condition turn hazardous article amp reuters,12
hazardous,unknown,Outdoor sports should not be played in Australia in summer anymore. It is hazardous to the health of bot… https://t.co/A9j6v3UyNs,0,outdoor sport played australia summer anymore hazardous health bot,9
hazardous,ραѕιg ¢ιту,Trees and houses at the foot of Taal Volcano are partly buried in deep ashfall on Tuesday. Alert Level 4 still remain…,1,tree house foot taal volcano partly buried deep ashfall tuesday alert level still remain,14
heat%20wave,where @valueraw is,Oshey! Heat wave 😒😒😒😒 Ps: IFB,0,oshey heat wave p ifb,5
heat%20wave,"Los Angeles, Ann Arbor",Reminds me of the book Heat Wave by Eric Klinenberg as well as this NYT article about Los Angeles.… https://t.co/6xUWBIjd7D,0,reminds book heat wave eric klinenberg well nyt article los angeles,11
heat%20wave,🏘 🚖 ABUJA🏡🏢 TURN_ON MY🔔,Oshey! Heat wave 😒😒😒😒 Ps: IFB https://t.co/XnfQqB875J,0,oshey heat wave p ifb,5
heat%20wave,fuckin bot town bro,heat wave w,0,heat wave w,3
heat%20wave,Worldwide,I wouldn't trust any of these companies to look after a pet in a heat wave - there needs to be an overhaul when ani… https://t.co/M3VUvOUWh7,0,would trust company look pet heat wave need overhaul ani,10
heat%20wave,"Ibadan, Nigeria","The heat wave hasn't even started and we are seeing tweets. Defo ending in tears 😂 BTW, what was all that light sh… https://t.co/wTqYZXrRwM",0,heat wave even started seeing tweet defo ending tear way light sh,12
heat%20wave,USA & Hong Kong,"The atmosphere is a heat engine. Assume it's 99% gases that absorb long wave IR. Then, the gas… https://t.co/YxNY4TGfeK",0,atmosphere heat engine assume gas absorb long wave ir gas,10
heat%20wave,Watching The Moon,A Tropical Heat Wave. Zero Degree.,0,tropical heat wave zero degree,5
heat%20wave,United States,Here we are in Australia in the middle of summer Trapped in our homes--the air outside filled with smoke from delibera…,1,australia middle summer trapped homesthe air outside filled smoke delibera,10
heat%20wave,unknown,Here we are in Australia in the middle of summer Trapped in our homes--the air outside filled with smoke from delib… https://t.co/FJGaGEnSir,1,australia middle summer trapped homesthe air outside filled smoke delib,10
heat%20wave,unknown,Got up to 15 today and it felt like a heat wave #alaska,0,got today felt like heat wave alaska,7
heat%20wave,"scorpio☼, taurus☽, pisces⇡","wave it 😌,,BUT use a heat protectant",0,wave use heat protectant,4
heat%20wave,my head,This heat wave is unnecessary.,0,heat wave unnecessary,3
heat%20wave,unknown,It is 16 deg C at mid day here. Send heat wave from Kerala.,0,deg c mid day send heat wave kerala,8
heat%20wave,Abuja,"Holiday is over, even the Harmattan has packed bag... back to Canada 😭😤🤣 How else can we explain this sudden heat… https://t.co/xx3HyID5ui",0,holiday even harmattan packed bag back canada else explain sudden heat,11
heat%20wave,Mount Holly,Linda Ronstadt - Heat Wave,0,linda ronstadt heat wave,4
heat%20wave,Lokeren,Air pollution. Protest. Extreme heat. The Amazon. Elections. These are 5 environmental stories that could define 2020.…,0,air pollution protest extreme heat amazon election environmental story could define,11
heat%20wave,Australia,"had some baby pigeons in eggs during our heatwave, and was sure they were goners. W… https://t.co/5NUSe820Xp",0,baby pigeon egg heatwave sure goner w,7
heat%20wave,unknown,"Those who claim current heat wave is unprecedented clearly have not bothered to do any research, as the attached…",0,claim current heat wave unprecedented clearly bothered research attached,9
heat%20wave,unknown,It is false for the BOM and their activist friends to say current heat wave is a record or unprecedented. “How a 24-DAY h…,0,false bom activist friend say current heat wave record unprecedented day h,12
heat%20wave,"Abuja,Nigeria",I can feel the heat wave! Harmattan is over,0,feel heat wave harmattan,4
heat%20wave,Canada,"Are you referring to temps in the U.S. specifically, or the global average? The U… https://t.co/ldhB6iNyjI",0,referring temp yous specifically global average,6
heat%20wave,"Alaska, USA","I’m loving this heat wave of 10 degrees in Anchorage, AK. I even drove around with my windows rolled down. Yes, 10… https://t.co/5PWZOeYK4a",0,loving heat wave degree anchorage ak even drove around window rolled yes,12
heat%20wave,unknown,Thrilled to announce that Feb 10 will broadcast the TV Premiere of COOKED: SURVIVAL BY ZIP CODE (…,0,thrilled announce feb broadcast tv premiere cooked survival zip code,10
heat%20wave,𝐖𝐑𝐈𝐓𝐄𝐑 𝐈𝐒 𝟏𝟕,This wasn’t exactly what she was expecting. She blinked a few times before a wave of heat clouded her head — a blus… https://t.co/q8gRGAzhsn,0,exactly expecting blinked time wave heat clouded head blus,9
heat%20wave,Sin City,"I'm back on the beach-wave-with-no-heat kick. Braids for 24 hours shoved under my Army hat, took them out and… https://t.co/ydzmxA27MG",0,back beachwavewithnoheat kick braid hour shoved army hat took,9
heat%20wave,unknown,heat wave | 📎 https://t.co/iYyS949Lgz https://t.co/kllagaVGtd,0,heat wave,2
heat%20wave,unknown,"According to HuffPost, the ""5 Environmental News Stories To Watch In 2020"" reflect the ongoing, pervasive status of… https://t.co/jjcsbl9OZn",0,according huffpost environmental news story watch reflect ongoing pervasive status,10
heat%20wave,"Illinois, USA",A January heat wave engulfed the eastern half of the country.... The magnitude of the warmth was yet another remind… https://t.co/BVZASp3GAY,1,january heat wave engulfed eastern half country magnitude warmth yet another remind,12
heat%20wave,North America,Rescue dog in city care dies en route to new home during heat wave https://t.co/MdNlMPSa2d,1,rescue dog city care dy en route new home heat wave,11
heat%20wave,"Los Angeles, CA",POP CULTURE IS CHANGING! The zamboni from ’s heat wave music video is set to headline Coachella! This is…,0,pop culture changing zamboni heat wave music video set headline coachella,11
heat%20wave,India,"Bihar District Magistrate issued an order to close schools for ""heat wave."" In winter. Read: https://t.co/LXW1JF0TAW…",1,bihar district magistrate issued order close school heat wave winter read,11
heat%20wave,"Chandigarh, India",Bihar District Magistrate Issues Order to Close Schools for ‘Heat Wave’ Instead of ‘Cold Wave’… https://t.co/M1F8iJlsbO,1,bihar district magistrate issue order close school heat wave instead cold wave,12
heat%20wave,unknown,Infinite combat focus and using heat wave with other specialists,0,infinite combat focus using heat wave specialist,7
heat%20wave,"Edmonton, Alberta",Next week boutta hit like a heat wave,0,next week boutta hit like heat wave,7
heat%20wave,"Los Angeles, CA",And in a heat wave!,0,heat wave,2
heat%20wave,🇨🇦GTA /fmty✈️,NYC Having a Heat Wave in January 🔥😍🔥,0,nyc heat wave january,4
heat%20wave,unknown,Hahahaha it was just a wave of humid hot...:but I think I’ll make it!! Lol now I’m ready to bring on the heat!! 😂,0,hahahaha wave humid hotbut think make lol ready bring heat,10
heat%20wave,India,"Bihar District Magistrate issued an order to close schools for ""heat wave."" In winter. Read:… https://t.co/9rusy0UPJB",0,bihar district magistrate issued order close school heat wave winter read,11
heat%20wave,"Mullumbimby, New South Wales",You’re obviously in an echo chamber with all your right wing mates. Must be nice… https://t.co/rdq5DJzFU8,0,obviously echo chamber right wing mate must nice,8
heat%20wave,unknown,"24. Heat Wave has been doing me justice recently. 90% accuracy is still doable, slightly stronger than Flamethrower… https://t.co/2IFnKXTRCW",0,heat wave justice recently accuracy still doable slightly stronger flamethrower,10
heat%20wave,unknown,"Ice rink in July, 98% humidity, heat wave, hit the dew point inside. Took 2 jams to realize… https://t.co/RmimEblBZr",0,ice rink july humidity heat wave hit dew point inside took jam realize,13
heat%20wave,"Edmonton, Canada, #yeg",Look #yeg people! The Monday heat wave is on the horizon! #yegwx https://t.co/vh0PcDyCbI,0,look yeg people monday heat wave horizon yegwx,8
heat%20wave,"California, USA","Sneak attack from coast to do, I see, the dead, The wave meant, White heat is my.",0,sneak attack coast see dead wave meant white heat,9
heat%20wave,"Edmonton, Alberta",-10C will feel like a heat wave next week! Not cool: Edmonton is now colder than both North Pole and South Pole | C… https://t.co/zZasVqaoJF,0,c feel like heat wave next week cool edmonton colder north pole south pole c,15
heat%20wave,unknown,Look at this! Fricken heat wave up in here #Timeless https://t.co/dxHGwvi3fr,0,look fricken heat wave timeless,5
heat%20wave,unknown,"#LatestNews #Trending A January heat wave engulfed the eastern half of the country, toppling records - The Washingt… https://t.co/7sgZ2p0Y5T",1,latestnews trending january heat wave engulfed eastern half country toppling record washingt,12
heat%20wave,unknown,"A January heat wave engulfed the eastern half of the country, toppling records https://t.co/aNuRxrmVAC",1,january heat wave engulfed eastern half country toppling record,9
heat%20wave,Living in the Lyattverse,"talking heat wave, today’s high was 81 here 😆",0,talking heat wave today high,5
hellfire,unknown,"Don’t be an arrogant sinner. Quickly acknowledge your sin, repent and get back on track. The Almighty, with His limitless Me…",0,arrogant sinner quickly acknowledge sin repent get back track almighty limitless,11
hellfire,"Rehovot, Israel","Forced to develop locally made missiles fired from Apache helicopters after Obama halted sales to Israel in 2014, I… https://t.co/Ha5cNQZPMZ",0,forced develop locally made missile fired apache helicopter obama halted sale israel,12
hellfire,unknown,aziraphale stepped into the hellfire and sandalphon watched,0,aziraphale stepped hellfire sandalphon watched,5
